remove_top_winners,trades,win_rate,avg_return,total_return,sharpe,max_drawdown,avg_holding_bars
0,145,0.31724137931034485,0.0034503522175178846,0.582266653547985,3.2433890412901833,-0.16882339509499134,16.648275862068967
3,142,0.3028169014084507,0.0010909494270172192,0.14322759004416064,1.4445472748449302,-0.16882339509499167,16.45774647887324
5,140,0.29285714285714287,0.0002531028632009912,0.01799529033586733,0.36538568106461755,-0.1688233950949921,16.335714285714285
10,135,0.26666666666666666,-0.001516049775675237,-0.1947919712610059,-2.67149637151993,-0.24671113085973928,15.829629629629629
