event_type,with_major_direction,trades,price_stop_count,price_stop_rate,avg_return,total_return
buy_fb,False,69,33,0.4782608695652174,0.0015128365037302071,0.09737416587690984
sell_fb,False,7,4,0.5714285714285714,-0.0018034672791538717,-0.013471426461110547
sell_fb,True,69,31,0.4492753623188406,0.005920864112127336,0.46155537655720535
