timestamp,engine,event,side,status,reason
2024-01-28 17:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-01-28 19:00:00+00:00,boundary,exit,1,closed,time_stop_early
2024-01-28 23:00:00+00:00,boundary,entry,1,accepted,
2024-01-29 05:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-01-29 12:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-01-29 19:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-01-30 01:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-01-30 05:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-01-30 08:00:00+00:00,boundary,entry,1,blocked,risk_side_cooldown
2024-01-30 16:00:00+00:00,boundary,entry,1,accepted,
2024-01-30 22:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-01-31 02:00:00+00:00,boundary,exit,1,closed,price_stop
2024-01-31 04:00:00+00:00,boundary,entry,1,blocked,risk_side_cooldown
2024-01-31 10:00:00+00:00,boundary,entry,-1,accepted,
2024-01-31 15:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-01-31 17:00:00+00:00,boundary,entry,1,accepted,
2024-01-31 20:00:00+00:00,boundary,exit,1,closed,price_stop
2024-01-31 20:00:00+00:00,boundary,circuit,0,pause,loss_streak_trigger
2024-02-01 00:00:00+00:00,boundary,entry,-1,blocked,circuit_pause
2024-02-01 14:00:00+00:00,boundary,entry,1,accepted,
2024-02-01 21:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-02 05:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-02 11:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-02 20:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-02-02 21:00:00+00:00,boundary,entry,1,blocked,risk_side_cooldown
2024-02-03 03:00:00+00:00,boundary,entry,-1,accepted,
2024-02-04 01:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-04 08:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-04 09:00:00+00:00,boundary,exit,-1,closed,time_stop_max
2024-02-04 14:00:00+00:00,boundary,entry,-1,accepted,
2024-02-04 21:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-05 03:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-05 07:00:00+00:00,boundary,exit,-1,closed,time_stop_early
2024-02-05 11:00:00+00:00,boundary,entry,1,accepted,
2024-02-05 15:00:00+00:00,boundary,exit,1,closed,price_stop
2024-02-05 18:00:00+00:00,boundary,entry,1,blocked,risk_side_cooldown
2024-02-06 05:00:00+00:00,boundary,entry,-1,accepted,
2024-02-06 08:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-02-06 08:00:00+00:00,boundary,circuit,0,pause,loss_streak_trigger
2024-02-06 13:00:00+00:00,boundary,entry,1,blocked,circuit_pause
2024-02-06 19:00:00+00:00,boundary,entry,1,blocked,circuit_pause
2024-02-07 01:00:00+00:00,boundary,entry,-1,accepted,
2024-02-07 09:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-07 14:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-02-07 16:00:00+00:00,boundary,entry,1,accepted,
2024-02-08 00:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-08 07:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-08 13:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-08 20:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-08 22:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-02-09 02:00:00+00:00,boundary,entry,1,accepted,
2024-02-09 08:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-09 14:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-09 22:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-10 07:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-10 08:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-02-10 13:00:00+00:00,boundary,entry,1,accepted,
2024-02-10 19:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-11 02:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-11 11:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-11 19:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-02-21 05:00:00+00:00,boundary,entry,-1,accepted,
2024-02-21 11:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-21 17:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-21 23:00:00+00:00,boundary,exit,-1,closed,time_stop_early
2024-02-21 23:00:00+00:00,boundary,entry,1,accepted,
2024-02-22 01:00:00+00:00,boundary,exit,1,closed,price_stop
2024-02-22 06:00:00+00:00,boundary,entry,1,accepted,
2024-02-22 12:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-22 13:00:00+00:00,boundary,exit,1,closed,price_stop
2024-02-22 13:00:00+00:00,boundary,circuit,0,pause,loss_streak_trigger
2024-02-22 20:00:00+00:00,boundary,entry,1,blocked,circuit_pause
2024-02-23 02:00:00+00:00,boundary,entry,-1,blocked,circuit_pause
2024-02-23 10:00:00+00:00,boundary,entry,1,accepted,
2024-02-23 16:00:00+00:00,boundary,exit,1,closed,price_stop
2024-02-23 17:00:00+00:00,boundary,entry,1,blocked,risk_side_cooldown
2024-02-23 23:00:00+00:00,boundary,entry,-1,accepted,
2024-02-24 08:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-02-24 08:00:00+00:00,boundary,entry,-1,blocked,risk_side_cooldown
2024-02-24 16:00:00+00:00,boundary,entry,1,accepted,
2024-02-24 23:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-25 05:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-25 11:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-25 18:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-25 22:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-02-26 00:00:00+00:00,boundary,entry,-1,accepted,
2024-02-26 06:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-26 12:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-26 15:00:00+00:00,boundary,exit,-1,closed,price_stop
2024-02-26 19:00:00+00:00,boundary,entry,1,accepted,
2024-02-27 01:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-27 09:00:00+00:00,boundary,entry,1,blocked,position_overlap
2024-02-27 15:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-27 21:00:00+00:00,boundary,entry,-1,blocked,position_overlap
2024-02-28 01:00:00+00:00,boundary,exit,1,closed,time_stop_max
2024-02-28 19:00:00+00:00,boundary,entry,-1,accepted,
2024-02-28 21:00:00+00:00,boundary,exit,-1,closed,state_stop
