timestamp,engine,event,side,status,reason
2020-09-14 11:00:00+00:00,false_break,circuit,0,pause,loss_streak_trigger
2020-09-17 22:00:00+00:00,false_break,entry,-1,accepted,
2020-09-18 09:00:00+00:00,false_break,exit,-1,closed,price_stop
2020-09-18 18:00:00+00:00,false_break,entry,1,accepted,
2020-09-20 00:00:00+00:00,false_break,exit,1,closed,time_stop_max
2020-09-20 01:00:00+00:00,false_break,entry,-1,accepted,
2020-09-20 17:00:00+00:00,false_break,entry,1,blocked,position_overlap
2020-09-21 00:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2020-09-25 08:00:00+00:00,false_break,entry,-1,accepted,
2020-09-26 00:00:00+00:00,false_break,exit,-1,closed,time_stop_early
2020-09-27 06:00:00+00:00,false_break,entry,-1,accepted,
2020-09-27 12:00:00+00:00,false_break,entry,1,blocked,position_overlap
2020-09-27 15:00:00+00:00,false_break,exit,-1,closed,price_stop
2020-09-27 15:00:00+00:00,false_break,circuit,0,pause,loss_streak_trigger
2020-09-27 16:00:00+00:00,false_break,entry,-1,blocked,circuit_pause
2020-09-29 06:00:00+00:00,false_break,entry,1,accepted,
2020-09-29 17:00:00+00:00,false_break,exit,1,closed,price_stop
2020-09-29 18:00:00+00:00,false_break,entry,1,blocked,risk_side_cooldown
2020-09-30 12:00:00+00:00,false_break,entry,1,accepted,
2020-10-01 15:00:00+00:00,false_break,exit,1,closed,time_stop_early
2020-10-01 15:00:00+00:00,false_break,entry,-1,accepted,
2020-10-02 21:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2021-07-09 12:00:00+00:00,false_break,entry,1,accepted,
2021-07-10 17:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2021-07-10 18:00:00+00:00,false_break,exit,1,closed,time_stop_max
2021-07-12 13:00:00+00:00,false_break,entry,1,accepted,
2021-07-12 16:00:00+00:00,false_break,exit,1,closed,price_stop
2021-07-15 09:00:00+00:00,false_break,entry,1,accepted,
2021-07-15 10:00:00+00:00,false_break,exit,1,closed,price_stop
2021-07-16 12:00:00+00:00,false_break,entry,1,accepted,
2021-07-17 04:00:00+00:00,false_break,exit,1,closed,time_stop_early
2021-07-17 04:00:00+00:00,false_break,circuit,0,pause,loss_streak_trigger
2021-07-18 06:00:00+00:00,false_break,entry,-1,accepted,
2021-07-18 16:00:00+00:00,false_break,entry,1,blocked,position_overlap
2021-07-18 22:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2021-07-19 05:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2021-07-19 12:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2021-11-30 15:00:00+00:00,false_break,entry,-1,accepted,
2021-12-01 08:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2021-12-01 13:00:00+00:00,false_break,exit,-1,closed,price_stop
2021-12-01 21:00:00+00:00,false_break,entry,1,accepted,
2021-12-02 03:00:00+00:00,false_break,exit,1,closed,price_stop
2021-12-02 05:00:00+00:00,false_break,entry,1,blocked,risk_side_cooldown
2021-12-02 14:00:00+00:00,false_break,entry,1,accepted,
2021-12-02 15:00:00+00:00,false_break,exit,1,closed,price_stop
2021-12-02 15:00:00+00:00,false_break,circuit,0,pause,loss_streak_trigger
2021-12-02 18:00:00+00:00,false_break,entry,1,blocked,circuit_pause
2021-12-03 04:00:00+00:00,false_break,entry,1,blocked,circuit_pause
2021-12-03 13:00:00+00:00,false_break,entry,-1,accepted,
2021-12-04 09:00:00+00:00,false_break,exit,-1,closed,state_stop
2021-12-16 07:00:00+00:00,false_break,entry,-1,accepted,
2021-12-16 12:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2021-12-17 13:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2021-12-19 05:00:00+00:00,false_break,entry,-1,accepted,
2021-12-19 14:00:00+00:00,false_break,exit,-1,closed,price_stop
2021-12-19 14:00:00+00:00,false_break,entry,-1,blocked,risk_side_cooldown
2021-12-19 22:00:00+00:00,false_break,entry,-1,accepted,
2021-12-21 03:00:00+00:00,false_break,exit,-1,closed,price_stop
2022-01-15 20:00:00+00:00,false_break,entry,-1,accepted,
2022-01-16 13:00:00+00:00,false_break,entry,1,blocked,position_overlap
2022-01-16 17:00:00+00:00,false_break,entry,-1,blocked,position_overlap
2022-01-17 02:00:00+00:00,false_break,exit,-1,closed,time_stop_max
2022-01-17 02:00:00+00:00,false_break,entry,1,accepted,
2022-01-17 04:00:00+00:00,false_break,exit,1,closed,price_stop
2022-01-17 09:00:00+00:00,false_break,entry,1,accepted,
2022-01-17 12:00:00+00:00,false_break,exit,1,closed,price_stop
2022-01-20 21:00:00+00:00,false_break,entry,-1,accepted,
2022-01-22 00:00:00+00:00,false_break,exit,-1,closed,state_stop
2022-03-14 21:00:00+00:00,false_break,entry,1,accepted,
