engine,entry_time,exit_time,side,entry_price,exit_price,hold_bars,gross_return,exit_reason,entry_confidence,entry_base_confirms,entry_box_width_pct,entry_warmup,take_profit_target,early_favorable_excursion,early_adverse_excursion,net_return,weighted_return
false_break,2020-03-07 12:00:00+00:00,2020-03-07 16:00:00+00:00,-1,9077.1,9168.047000000002,4,-0.010019389452578631,price_stop,0.6229936223187185,3.0,0.01813308582403352,False,,0.005882936180057419,0.012790428661136222,-0.011619389452578632,-0.011619389452578632
false_break,2020-07-05 05:00:00+00:00,2020-07-05 07:00:00+00:00,1,9079.7,9045.986,2,-0.003713118274832894,price_stop,0.48854269999992805,2.0,0.0061261201728397404,False,,0.00037446171128996397,0.00382171217110705,-0.005313118274832894,-0.005313118274832894
false_break,2020-07-05 22:00:00+00:00,2020-07-07 04:00:00+00:00,1,9069.8,9285.0,30,0.0237270943129948,time_stop_max,0.7343856749659423,3.0,0.007312913919454224,False,,0.03409115967276022,0.0013010209706938447,0.0221270943129948,0.0221270943129948
false_break,2020-09-13 19:00:00+00:00,2020-09-15 01:00:00+00:00,1,10307.7,10710.9,30,0.03911638871911283,time_stop_max,0.7437380498415033,3.0,0.015211120489213682,False,,0.0432007140293178,0.0066067114875287825,0.03751638871911283,0.03751638871911283
false_break,2020-09-25 08:00:00+00:00,2020-09-26 00:00:00+00:00,-1,10603.9,10650.1,16,-0.0043568875602373325,time_stop_early,0.49441984932076083,2.0,0.026296299789071394,False,,0.004894425635850963,0.013768519129754075,-0.005956887560237332,-0.005956887560237332
false_break,2020-09-29 06:00:00+00:00,2020-09-29 17:00:00+00:00,1,10741.2,10644.786,11,-0.008976092056753537,price_stop,0.7385703493385437,3.0,0.015583454362641235,False,,0.005008751349942164,0.009700964510483079,-0.010576092056753538,-0.010576092056753538
false_break,2020-09-30 12:00:00+00:00,2020-10-01 15:00:00+00:00,1,10727.0,10720.3,27,-0.000624592150647918,time_stop_early,0.6347342699903507,3.0,0.016626309002206397,False,,0.02143190081103752,0.004008576489232807,-0.002224592150647918,-0.002224592150647918
false_break,2021-07-09 12:00:00+00:00,2021-07-10 18:00:00+00:00,1,32989.9,33453.6,30,0.014055817083410194,time_stop_max,0.6263223545136463,3.0,0.04191685687639729,False,,0.03859363017165851,0.0011488364620687586,0.012455817083410193,0.012455817083410193
false_break,2021-07-12 13:00:00+00:00,2021-07-12 16:00:00+00:00,1,33571.5,33220.415,3,-0.010457828813130177,price_stop,0.48766165919422794,2.0,0.016911914371813337,False,,0.0002234037799919708,0.015376137497579712,-0.012057828813130177,-0.012057828813130177
false_break,2021-07-15 09:00:00+00:00,2021-07-15 10:00:00+00:00,1,32505.1,32113.32425,1,-0.012052747107376915,price_stop,0.6236924515307638,3.0,0.018698514489521065,False,,0.0021935019427721247,0.021378183731168288,-0.013652747107376916,-0.013652747107376916
false_break,2021-07-16 12:00:00+00:00,2021-07-17 04:00:00+00:00,1,31723.9,31378.5,16,-0.010887690353329815,time_stop_early,0.6284192764678042,3.0,0.037656703620929224,False,,0.016583711334356765,0.01774372003442204,-0.012487690353329816,-0.012487690353329816
false_break,2021-07-18 06:00:00+00:00,2021-07-19 12:00:00+00:00,-1,31891.9,30707.2,30,0.037147363437111,time_stop_max,0.4889851732217813,2.0,0.017828821738435186,False,,0.0384392275154507,0.0013388979646868915,0.035547363437111006,0.035547363437111006
false_break,2021-11-30 15:00:00+00:00,2021-12-01 13:00:00+00:00,-1,57221.7,57858.28571428571,22,-0.011124900418647332,price_stop,0.6251889613973135,3.0,0.04324616651841296,False,,0.012960118276807542,0.02050620656149671,-0.012724900418647333,-0.012724900418647333
false_break,2021-12-01 21:00:00+00:00,2021-12-02 03:00:00+00:00,1,56974.5,56255.084285714285,6,-0.012626977231668834,price_stop,0.7305604915909271,3.0,0.020999189695974998,False,,0.0073137982781770194,0.021132260923746538,-0.014226977231668835,-0.014226977231668835
false_break,2021-12-02 14:00:00+00:00,2021-12-02 15:00:00+00:00,1,57114.7,56296.824,1,-0.01431988612388746,price_stop,0.7398117229099405,3.0,0.023284081564524148,False,,0.004781606136423866,0.01752263427804046,-0.01591988612388746,-0.01591988612388746
false_break,2021-12-03 13:00:00+00:00,2021-12-04 09:00:00+00:00,-1,56881.9,47481.5,20,0.16526170890916092,state_stop,0.4941845273537497,2.0,0.015408094080307768,False,,0.27183163712885827,0.000845611697218196,0.16366170890916093,0.16366170890916093
false_break,2021-12-16 07:00:00+00:00,2021-12-17 13:00:00+00:00,-1,48714.3,46944.8,30,0.036324036268611026,time_stop_max,0.4966808311120781,2.0,0.041485593894742726,False,,0.04077447484619512,0.015102341612216463,0.03472403626861103,0.03472403626861103
false_break,2021-12-19 05:00:00+00:00,2021-12-19 14:00:00+00:00,-1,47624.9,48297.81800000001,9,-0.014129541479352303,price_stop,0.4927788801930953,2.0,0.026429591803167358,False,,0.0173207712772101,0.015976936434512146,-0.015729541479352304,-0.015729541479352304
false_break,2021-12-19 22:00:00+00:00,2021-12-21 03:00:00+00:00,-1,47302.0,47850.750714285714,29,-0.011601004487880262,price_stop,0.4945926285956457,2.0,0.01936362803546006,False,,0.03680605471227427,0.01726988288021647,-0.013201004487880263,-0.013201004487880263
false_break,2022-01-15 20:00:00+00:00,2022-01-17 02:00:00+00:00,-1,43489.6,42922.3,30,0.013044497994922799,time_stop_max,0.4966021583155317,2.0,0.019698732570545822,False,,0.020604926235237797,0.0007404069018801529,0.011444497994922798,0.011444497994922798
false_break,2022-01-20 21:00:00+00:00,2022-01-22 00:00:00+00:00,-1,41326.8,36492.0,27,0.11698945962426321,state_stop,0.4891280115084501,2.0,0.019119635039086872,False,,0.14308390681107663,0.005471026065410278,0.11538945962426321,0.11538945962426321
false_break,2022-03-15 13:00:00+00:00,2022-03-16 19:00:00+00:00,1,38721.3,40881.7,30,0.05579358131054479,time_stop_max,0.49443286231865097,2.0,0.01611318146171054,False,,0.07905726305676719,0.0012396278017525741,0.054193581310544796,0.054193581310544796
